C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_50_931.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_50_931.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_50_931.jpg, 0, 0, 0, 7.937883E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_115.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_115.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_115.jpg, 0, 0, 0, 7.952472E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_220.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_220.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_220.jpg, 0, 0, 0, 8.114086E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_361.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_361.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_361.jpg, 0, 0, 0, 7.910284E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_467.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_467.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_467.jpg, 0, 0, 0, 7.930634E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_602.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_602.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_602.jpg, 0, 0, 0, 7.859846E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_717.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_717.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_717.jpg, 0, 0, 0, 7.815342E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_849.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_849.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_849.jpg, 0, 0, 0, 8.094445E-05
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_51_965.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_51_965.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_51_965.jpg, 0, 0.3356901, 0, 0.3664362
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_119.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_119.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_119.jpg, -0.4536857, 0.7893758, 0, 1.667424
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_228.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_228.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_228.jpg, -0.8026336, 1, 0, 3.028128
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_367.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_367.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_367.jpg, -0.3896767, 1, 0, 4.672412
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_516.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_516.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_516.jpg, 0, 1, 0, 6.517018
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_673.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_673.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_673.jpg, 0, 1, 0, 8.111494
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_788.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_788.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_788.jpg, 0, 1, 0, 9.4612
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_52_957.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_52_957.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_52_957.jpg, -0.5008101, 1, 0, 11.2787
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_53_071.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_53_071.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_53_071.jpg, -0.1790697, 1, 0, 12.48411
C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\center_2018_11_05_05_09_53_170.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\left_2018_11_05_05_09_53_170.jpg, C:\Users\David\Documents\SELFDRIVE\self_driving_car\training_data\IMG\right_2018_11_05_05_09_53_170.jpg, 0, 1, 0, 13.27904
